Order_ID,Customer_ID,Product_ID,Store_ID,Order_Date,Quantity,Discount
32383,6688,1406,86,2026-06-04,1.0,0.13
32384,951,503,44,2025-12-21,2.0,0.28
32385,6902,980,78,2025-05-10,7.0,0.03
32386,1592,1229,61,2025-12-03,9.0,0.16
32387,6225,586,13,2026-04-05,8.0,0.02
32388,7131,466,39,2025-01-01,9.0,0.2
32389,6783,495,24,2025-08-07,7.0,0.29
32390,342,1185,32,2025-07-15,3.0,0.18
32391,439,1359,12,2025-09-25,10.0,0.09
32392,235,510,98,2025-08-25,1.0,0.09
32393,4680,502,92,2026-04-13,1.0,0.03
32394,1129,407,64,2025-12-20,6.0,0.06
32395,408,709,86,2026-03-21,2.0,0.24
32396,565,1473,1,2025-08-13,3.0,0.21
32397,204,1012,33,2026-04-28,10.0,0.15
32398,5437,975,54,2025-11-04,6.0,0.27
32399,1634,1846,77,2025-05-28,5.0,0.09
32400,2819,706,77,2025-06-01,10.0,0.07
32401,7963,721,58,2026-04-04,7.0,0.02
32402,1685,986,10,2026-04-15,3.0,0.09
32403,5471,1060,97,2025-05-12,10.0,0.26
32404,6542,1135,80,2026-03-21,6.0,0.24
32405,4515,519,65,2025-04-15,1.0,0.14
32406,6651,1484,88,2025-07-06,4.0,0.01
32407,496,1749,24,2026-02-16,7.0,0.11
32408,2321,1008,60,2026-05-18,7.0,0.29
32409,2632,170,98,2025-09-29,10.0,0.28
32410,5247,784,12,2026-02-28,10.0,0.26
32411,5041,499,44,2026-02-20,10.0,0.03
32412,1401,816,76,2025-12-27,1.0,0.07
32413,368,345,88,2025-03-28,6.0,0.24
32414,87,38,41,2026-01-19,6.0,0.04
32415,4137,1888,83,2026-06-12,9.0,0.04
32416,646,1869,92,2025-12-31,4.0,0.21
32417,2741,958,77,2025-10-15,6.0,0.11
32418,7487,1821,75,2026-03-25,3.0,0.02
32419,873,12,14,2026-06-14,9.0,0.21
32420,2938,432,13,2025-08-18,10.0,0.18
32421,5171,1750,37,2026-03-14,1.0,0.09
32422,5012,293,87,2025-08-26,1.0,0.01
32423,7276,1093,83,2025-07-03,10.0,0.14
32424,1067,1196,55,2026-05-12,7.0,0.15
32425,7828,324,19,2025-11-21,5.0,0.15
32426,6233,1339,30,2025-04-26,4.0,0.24
32427,3474,1068,91,2026-01-22,5.0,0.1
32428,786,467,48,2026-03-19,8.0,0.14
32429,1390,1796,25,2025-10-24,3.0,0.07
32430,1897,1466,89,2026-03-03,3.0,0.07
32431,2799,1037,15,2025-07-21,4.0,0.21
32432,7231,277,94,2025-07-29,3.0,0.25
32433,5793,720,45,2026-05-03,7.0,0.24
32434,753,1615,90,2026-02-23,9.0,0.27
32435,7586,1645,35,2025-09-17,1.0,0.03
32436,3449,612,52,2025-01-11,2.0,0.21
32437,6922,145,36,2026-01-04,4.0,0.0
32438,1994,1171,75,2025-08-28,9.0,0.06
32439,7846,1758,45,2026-02-24,5.0,0.07
32440,3873,824,24,2026-01-18,3.0,0.23
32441,2671,1186,71,2025-06-09,1.0,0.16
32442,7841,1480,71,2025-09-02,4.0,0.08
32443,3749,301,51,2026-01-16,10.0,0.12
32444,7234,28,81,2025-12-23,10.0,0.16
32445,4141,903,74,2025-05-22,2.0,0.3
32446,450,749,64,2025-12-10,7.0,0.1
32447,2068,1905,5,2025-05-30,7.0,0.26
32448,3225,1295,64,2026-01-19,1.0,0.2
32449,2197,836,87,2025-07-13,4.0,0.14
32450,2238,1845,82,2025-01-05,7.0,0.2
32451,5502,220,71,2025-12-26,4.0,0.11
32452,6156,1482,8,2026-01-01,7.0,0.1
32453,1629,1718,81,2026-04-19,1.0,0.24
32454,2355,1240,65,2025-10-11,10.0,0.08
32455,6593,1462,83,2025-12-29,9.0,0.29
32456,3122,529,88,2025-05-04,4.0,0.01
32457,6934,1470,31,2026-05-13,1.0,0.23
32458,907,1949,82,2025-05-24,9.0,0.18
32459,4011,774,75,2026-03-25,4.0,0.04
32460,2667,567,70,2025-02-13,1.0,0.03
32461,7925,621,36,2025-12-24,7.0,0.22
32462,1063,1043,43,2026-06-23,10.0,0.23
32463,4816,912,50,2026-02-10,1.0,0.05
32464,5093,1527,84,2025-02-15,1.0,0.08
32465,282,1109,92,2025-11-17,3.0,0.28
32466,3394,336,38,2025-10-20,5.0,0.14
32467,1543,1679,36,2025-03-08,6.0,0.06
32468,768,1974,67,2026-03-05,5.0,0.01
32469,2517,742,50,2025-11-16,1.0,0.19
32470,6960,506,33,2026-03-15,6.0,0.08
32471,6406,1097,34,2025-08-17,8.0,0.19
32472,5625,33,80,2025-08-19,6.0,0.26
32473,3990,1086,81,2025-11-04,3.0,0.16
32474,1256,980,26,2026-05-06,6.0,0.08
32475,6212,816,46,2025-08-29,2.0,0.29
32476,721,899,14,2025-05-11,7.0,0.14
32477,5167,1107,64,2025-05-02,7.0,0.16
32478,7793,809,1,2025-10-10,10.0,0.18
32479,3315,1459,58,2026-01-27,10.0,0.13
32480,6783,1784,80,2026-06-16,6.0,0.17
32481,2794,654,61,2025-10-29,9.0,0.12
32482,7819,1998,82,2026-05-25,10.0,0.06
32483,7878,1566,15,2026-02-22,9.0,0.05
32484,3538,1051,45,2025-12-04,6.0,0.1
32485,7304,1084,84,2025-12-09,9.0,0.0
32486,565,1504,37,2025-03-17,9.0,0.05
32487,5028,826,38,2026-02-11,6.0,0.16
32488,4134,217,99,2025-03-08,10.0,0.19
32489,1903,673,18,2025-12-23,9.0,0.08
32490,5721,243,1,2025-10-14,9.0,0.16
32491,7433,657,44,2026-03-18,5.0,0.29
32492,7730,1314,94,2025-02-28,10.0,0.01
32493,6899,957,82,2026-01-27,10.0,0.15
32494,561,244,8,2025-12-27,1.0,0.05
32495,6173,1338,95,2025-06-25,10.0,0.15
32496,7796,1761,12,2025-11-13,5.0,0.11
32497,5284,1228,27,2026-03-28,5.0,0.08
32498,4978,283,53,2025-08-09,5.0,0.15
32499,7893,1074,69,2026-05-22,2.0,0.18
32500,5986,616,70,2025-01-27,10.0,0.12
32501,403,1364,78,2025-03-22,1.0,0.24
32502,837,357,72,2025-01-11,9.0,0.21
32503,2339,412,17,2025-03-06,5.0,0.15
32504,3273,866,36,2026-02-06,5.0,0.02
32505,5293,1933,13,2025-10-15,9.0,0.01
32506,1716,903,79,2025-09-23,2.0,0.06
32507,2191,1633,12,2025-02-24,2.0,0.02
32508,5696,228,21,2025-03-10,10.0,0.08
32509,3092,1686,8,2026-04-29,10.0,0.01
32510,6127,1017,58,2025-12-10,3.0,0.25
32511,3221,158,58,2025-12-19,10.0,0.23
32512,5132,628,6,2025-06-10,5.0,0.15
32513,7682,33,31,2026-01-06,1.0,0.22
32514,6857,132,24,2025-11-07,3.0,0.15
32515,5481,960,64,2025-07-30,8.0,0.25
32516,7069,991,41,2025-04-18,2.0,0.27
32517,1684,1624,97,2026-02-17,3.0,0.01
32518,2504,795,29,2025-10-15,3.0,0.09
32519,3497,112,93,2026-06-17,7.0,0.18
32520,1893,23,80,2026-02-25,2.0,0.3
32521,4002,936,47,2025-10-23,7.0,0.23
32522,7127,1600,84,2025-10-01,9.0,0.15
32523,149,1853,86,2026-03-22,10.0,0.18
32524,4351,903,57,2025-05-15,5.0,0.28
32525,5150,322,99,2025-05-14,3.0,0.05
32526,5444,603,68,2025-07-21,7.0,0.25
32527,6132,339,3,2026-05-08,2.0,0.03
32528,6704,1923,44,2025-11-08,9.0,0.02
32529,4806,1630,9,2026-05-04,4.0,0.05
32530,4313,1353,80,2025-06-17,8.0,0.11
32531,695,1924,96,2025-10-19,10.0,0.23
32532,2084,1629,66,2025-12-27,3.0,0.05
32533,649,16,46,2025-11-16,1.0,0.27
32534,2769,1833,100,2025-01-14,1.0,0.09
32535,712,838,11,2025-01-06,3.0,0.15
32536,5779,1338,19,2025-02-22,8.0,0.1
32537,3284,1696,37,2026-02-19,9.0,0.04
32538,1309,197,15,2026-02-12,10.0,0.21
32539,4604,891,86,2025-02-14,2.0,0.09
32540,7356,55,48,2025-12-07,4.0,0.21
32541,2179,982,55,2025-09-25,8.0,0.01
32542,5871,251,25,2025-10-11,6.0,0.24
32543,1706,1876,51,2025-07-15,10.0,0.3
32544,2223,531,84,2025-01-22,6.0,0.05
32545,6985,1931,55,2025-01-02,1.0,0.17
32546,2724,1526,28,2025-10-05,8.0,0.09
32547,7758,229,95,2025-09-10,7.0,0.13
32548,1484,463,33,2025-12-28,10.0,0.28
32549,37,279,28,2026-04-21,8.0,0.28
32550,7412,1394,93,2025-09-05,1.0,0.21
32551,1767,121,41,2025-10-26,1.0,0.18
32552,7038,1440,10,2025-12-22,5.0,0.21
32553,543,1996,4,2025-04-07,5.0,0.18
32554,5988,1810,21,2025-05-28,6.0,0.25
32555,7020,1156,87,2025-11-07,5.0,0.29
32556,619,1906,64,2026-04-29,5.0,0.29
32557,875,18,57,2026-06-24,10.0,0.22
32558,2805,332,48,2025-09-12,1.0,0.24
32559,3081,1030,9,2025-07-30,10.0,0.25
32560,3597,847,92,2026-05-04,7.0,0.23
32561,6919,853,34,2025-11-11,8.0,0.27
32562,1337,1119,88,2025-04-14,7.0,0.14
32563,6137,1293,65,2025-12-19,6.0,0.28
32564,1713,1314,63,2026-01-10,3.0,0.05
32565,1985,388,79,2025-11-15,4.0,0.08
32566,7080,1884,100,2025-02-24,4.0,0.05
32567,4708,801,33,2025-10-08,5.0,0.22
32568,5767,126,79,2025-07-17,6.0,0.25
32569,7642,935,50,2025-06-12,7.0,0.25
32570,1563,392,15,2025-03-26,7.0,0.05
32571,5002,1463,9,2026-01-24,5.0,0.07
32572,6208,1104,46,2025-11-05,4.0,0.28
32573,1825,664,19,2026-01-22,3.0,0.29
32574,2936,678,28,2025-08-15,4.0,0.05
32575,6690,360,57,2025-10-30,10.0,0.23
32576,7618,309,61,2025-08-31,6.0,0.22
32577,7150,1550,25,2025-02-22,2.0,0.15
32578,6139,1159,48,2025-01-06,7.0,0.02
32579,2268,602,57,2026-03-31,7.0,0.14
32580,2418,1783,60,2026-06-15,7.0,0.04
32581,4703,1361,45,2026-03-24,2.0,0.08
32582,2197,1847,47,2025-02-07,2.0,0.03
32583,5694,15,73,2025-04-18,8.0,0.07
32584,3356,312,90,2026-02-27,9.0,0.21
32585,4845,1056,62,2025-04-03,5.0,0.08
32586,1612,487,20,2026-06-03,1.0,0.18
32587,7756,3,18,2025-06-22,7.0,0.05
32588,5206,1932,59,2025-06-26,9.0,0.09
32589,6247,470,23,2025-11-27,5.0,0.01
32590,1266,1174,73,2025-05-18,3.0,0.17
32591,6724,150,15,2026-05-20,9.0,0.22
32592,3512,531,1,2025-01-13,5.0,0.05
32593,947,1227,10,2025-05-16,4.0,0.18
32594,306,848,85,2025-10-18,1.0,0.21
32595,611,723,20,2025-11-05,6.0,0.13
32596,3922,219,42,2025-03-03,2.0,0.19
32597,41,1267,48,2025-04-19,7.0,0.02
32598,2577,1123,42,2025-07-07,10.0,0.22
32599,4452,248,14,2025-08-03,3.0,0.17
32600,638,1442,70,2025-09-19,4.0,0.29
32601,7142,1573,84,2026-01-18,8.0,0.07
32602,183,686,82,2025-11-18,10.0,0.14
32603,1141,1026,94,2025-07-11,4.0,0.22
32604,6575,1539,94,2025-04-22,2.0,0.08
32605,451,1150,49,2026-04-09,6.0,0.03
32606,4022,1087,43,2025-12-02,3.0,0.22
32607,841,215,34,2025-07-29,2.0,0.02
32608,1736,1073,82,2026-05-28,10.0,0.24
32609,109,1687,96,2025-10-30,8.0,0.13
32610,58,209,61,2026-03-25,7.0,0.05
32611,1957,1192,73,2025-12-28,8.0,0.02
32612,1849,1227,47,2025-07-13,8.0,0.27
32613,5350,672,88,2025-03-17,3.0,0.05
32614,475,578,61,2025-05-26,8.0,0.21
32615,5454,1963,35,2026-06-11,2.0,0.05
32616,3300,1011,34,2025-04-03,3.0,0.02
32617,5305,1191,64,2025-07-08,3.0,0.23
32618,4116,509,46,2026-01-24,9.0,0.07
32619,2248,557,65,2025-09-15,8.0,0.09
32620,554,866,81,2025-07-05,4.0,0.29
32621,7283,1185,71,2025-06-27,9.0,0.27
32622,2101,85,48,2026-05-15,1.0,0.04
32623,2715,1965,4,2025-05-14,8.0,0.24
32624,5579,1297,97,2025-02-01,2.0,0.28
32625,5106,353,48,2026-03-11,5.0,0.14
32626,3106,10,92,2026-01-08,5.0,0.08
32627,3944,573,83,2025-10-27,8.0,0.09
32628,2676,1194,6,2025-12-02,10.0,0.0
32629,3747,1919,79,2025-03-30,7.0,0.09
32630,1699,910,57,2025-01-04,5.0,0.08
32631,4901,1821,62,2026-04-01,1.0,0.3
32632,709,117,17,2025-10-17,7.0,0.12
32633,5073,1860,45,2025-10-26,9.0,0.16
32634,2023,917,88,2025-02-27,10.0,0.21
32635,4314,1419,2,2025-11-23,8.0,0.17
32636,923,232,63,2025-08-12,6.0,0.25
32637,6137,875,50,2025-04-12,3.0,0.11
32638,391,556,10,2025-01-04,9.0,0.01
32639,7779,1988,12,2025-04-08,10.0,0.21
32640,1208,1195,55,2025-12-23,2.0,0.12
32641,6316,1204,8,2025-09-11,10.0,0.16
32642,7295,1287,98,2025-11-29,3.0,0.08
32643,5126,1180,78,2025-05-07,1.0,0.05
32644,2129,672,14,2025-07-27,4.0,0.26
32645,4796,328,69,2025-01-06,3.0,0.3
32646,6379,1956,49,2025-03-02,7.0,0.24
32647,5733,443,94,2025-01-01,2.0,0.19
32648,1031,1779,78,2025-12-30,1.0,0.21
32649,1852,310,2,2026-05-14,5.0,0.18
32650,2585,741,22,2025-12-20,5.0,0.16
32651,4392,1047,62,2025-07-11,10.0,0.13
32652,3231,1583,49,2026-03-22,4.0,0.2
32653,610,26,97,2025-05-21,6.0,0.03
32654,21,1545,78,2025-01-02,9.0,0.25
32655,5549,1073,54,2025-03-27,4.0,0.09
32656,4607,986,36,2026-04-26,8.0,0.17
32657,3643,129,29,2026-04-12,4.0,0.04
32658,7244,298,18,2026-04-12,4.0,0.3
32659,7151,1867,2,2025-08-08,3.0,0.02
32660,2259,638,16,2026-06-22,8.0,0.14
32661,2966,1852,38,2025-06-15,8.0,0.25
32662,2697,530,4,2026-05-09,8.0,0.08
32663,7232,1313,65,2025-05-16,5.0,0.13
32664,2584,407,33,2025-02-13,9.0,0.09
32665,6017,1119,37,2025-01-19,7.0,0.29
32666,5395,502,57,2025-03-17,5.0,0.01
32667,927,1132,52,2026-06-05,4.0,0.29
32668,7268,1623,46,2025-10-16,9.0,0.29
32669,2217,880,88,2026-01-24,1.0,0.24
32670,7644,161,77,2025-01-01,4.0,0.28
32671,7443,712,2,2026-02-27,2.0,0.03
32672,1932,1953,51,2026-04-17,9.0,0.16
32673,4428,1978,90,2026-03-29,4.0,0.22
32674,4274,1270,95,2025-11-11,6.0,0.15
32675,6594,440,86,2026-01-01,10.0,0.08
32676,7508,333,99,2025-05-05,10.0,0.26
32677,4587,1904,87,2025-06-03,9.0,0.27
32678,2616,736,97,2025-08-07,8.0,0.29
32679,5048,201,68,2026-04-09,7.0,0.21
32680,1959,564,19,2025-06-20,10.0,0.16
32681,1343,793,75,2025-03-29,8.0,0.28
32682,6746,225,7,2025-10-04,9.0,0.18
32683,2166,876,65,2025-06-13,7.0,0.3
32684,7542,894,38,2025-04-16,10.0,0.07
32685,1796,1030,65,2025-06-25,7.0,0.01
32686,7403,1545,1,2025-01-28,1.0,0.14
32687,3463,884,90,2026-01-16,3.0,0.13
32688,7904,900,74,2025-06-21,8.0,0.13
32689,7969,612,72,2025-05-26,10.0,0.12
32690,6485,1510,77,2025-10-05,6.0,0.29
32691,3730,1139,49,2025-06-22,3.0,0.26
32692,5679,1583,6,2026-02-02,6.0,0.08
32693,1567,1783,84,2025-04-15,9.0,0.07
32694,6027,599,70,2026-04-03,5.0,0.3
32695,2367,67,8,2026-06-18,10.0,0.07
32696,4628,928,96,2025-04-25,5.0,0.24
32697,4758,1280,72,2025-06-04,8.0,0.09
32698,4270,1691,8,2026-06-10,6.0,0.25
32699,2045,1735,70,2026-06-04,5.0,0.02
32700,5281,1673,81,2026-01-04,3.0,0.15
32701,1653,640,10,2025-01-22,8.0,0.15
32702,3936,455,10,2025-04-01,7.0,0.21
32703,2526,206,78,2026-01-20,8.0,0.14
32704,6469,1530,34,2025-04-13,9.0,0.17
32705,3043,1707,84,2026-05-14,5.0,0.17
32706,6031,1160,32,2025-06-23,3.0,0.09
32707,7633,816,84,2025-01-14,5.0,0.0
32708,5443,422,69,2026-03-22,9.0,0.0
32709,3522,1985,40,2025-01-08,10.0,0.13
32710,5322,13,4,2025-12-09,9.0,0.22
32711,4391,1711,31,2026-03-08,4.0,0.07
32712,6055,720,78,2026-06-12,2.0,0.09
32713,7250,332,83,2025-10-31,5.0,0.12
32714,1243,300,81,2025-01-19,6.0,0.14
32715,3281,402,44,2025-12-25,2.0,0.21
32716,3395,1787,90,2026-04-28,8.0,0.08
32717,7706,1893,59,2025-05-26,4.0,0.15
32718,3929,1758,6,2025-10-06,5.0,0.2
32719,6561,1381,57,2025-03-15,4.0,0.23
32720,2323,1856,62,2025-08-05,10.0,0.3
32721,6524,1250,33,2025-01-21,3.0,0.29
32722,6920,1580,95,2025-10-29,2.0,0.01
32723,5428,1248,16,2025-04-14,8.0,0.06
32724,7165,30,82,2025-07-07,1.0,0.26
32725,2947,1158,9,2025-09-29,2.0,0.27
32726,3973,1878,92,2025-06-23,7.0,0.0
32727,7805,1403,32,2025-08-27,6.0,0.28
32728,1813,1494,17,2025-07-31,10.0,0.11
32729,7083,1,9,2025-11-03,10.0,0.14
32730,575,995,51,2025-04-24,7.0,0.0
32731,2679,1545,45,2026-04-03,5.0,0.25
32732,7331,853,50,2025-10-20,8.0,0.05
32733,5707,170,65,2025-08-10,2.0,0.28
32734,391,1599,65,2025-07-02,4.0,0.25
32735,4115,347,7,2026-05-12,7.0,0.14
32736,2776,1428,13,2025-06-09,1.0,0.11
32737,6070,1916,54,2025-10-05,8.0,0.26
32738,3629,389,94,2025-09-03,6.0,0.16
32739,5500,674,44,2025-05-10,3.0,0.16
32740,3427,1591,93,2026-04-12,7.0,0.24
32741,1738,1248,38,2026-04-24,3.0,0.04
32742,7746,1979,27,2026-02-21,5.0,0.24
32743,4819,986,44,2025-09-11,3.0,0.18
32744,1620,466,18,2025-12-26,2.0,0.21
32745,6533,1354,10,2025-06-05,7.0,0.25
32746,5408,950,43,2026-04-18,5.0,0.23
32747,529,1768,20,2025-03-22,3.0,0.2
32748,516,1161,79,2026-01-05,7.0,0.29
32749,889,1114,1,2025-09-01,8.0,0.15
32750,607,1173,75,2025-07-24,10.0,0.07
32751,2228,426,35,2025-10-24,4.0,0.11
32752,7204,1774,74,2026-06-06,9.0,0.17
32753,3700,1697,68,2025-02-17,1.0,0.25
32754,5953,503,80,2026-01-08,7.0,0.03
32755,684,95,53,2026-01-03,4.0,0.29
32756,4405,1215,5,2026-03-28,1.0,0.16
32757,5122,1224,93,2025-11-08,3.0,0.09
32758,172,245,17,2025-01-15,8.0,0.04
32759,7425,1916,18,2025-07-22,6.0,0.2
32760,5112,169,13,2026-02-28,10.0,0.11
32761,5392,538,39,2026-05-02,9.0,0.24
32762,2009,1936,59,2025-03-15,4.0,0.17
32763,6362,746,41,2025-05-21,10.0,0.02
32764,5111,1042,100,2025-06-27,3.0,0.15
32765,7928,850,51,2026-04-17,4.0,0.0
32766,7169,516,80,2025-09-07,7.0,0.22
32767,1371,1744,56,2025-07-18,3.0,0.05
32768,673,1058,24,2026-04-24,6.0,0.07
32769,2971,1978,28,2026-05-28,1.0,0.14
32770,6853,1730,73,2026-04-15,5.0,0.14
32771,3295,1724,51,2026-01-16,9.0,0.16
32772,4688,1164,84,2026-04-01,5.0,0.19
32773,4641,1326,20,2026-02-14,2.0,0.14
32774,4115,92,19,2025-04-25,3.0,0.06
32775,6820,287,13,2025-01-27,6.0,0.24
32776,4544,1284,73,2026-05-16,2.0,0.05
32777,5451,696,24,2025-12-10,4.0,0.04
32778,4606,1088,44,2025-09-19,7.0,0.12
32779,5079,1963,71,2025-06-24,2.0,0.0
32780,124,892,29,2025-02-06,1.0,0.14
32781,1695,1105,46,2025-10-17,6.0,0.03
32782,2634,1022,16,2025-03-08,4.0,0.02
32783,2779,371,29,2026-05-12,4.0,0.27
32784,3911,1723,9,2025-06-14,4.0,0.18
32785,7071,1482,1,2025-06-10,4.0,0.01
32786,2314,1979,62,2025-07-23,4.0,0.26
32787,3249,1880,43,2025-01-12,5.0,0.23
32788,7080,1478,73,2025-08-31,2.0,0.26
32789,7722,1154,68,2026-02-16,8.0,0.02
32790,980,888,85,2026-02-04,1.0,0.09
32791,2487,1970,35,2025-09-10,1.0,0.18
32792,6267,416,29,2025-01-31,4.0,0.19
32793,511,898,47,2026-02-07,10.0,0.19
32794,4435,1679,62,2025-02-06,7.0,0.18
32795,5282,829,30,2026-05-04,3.0,0.17
32796,1726,625,49,2025-12-02,1.0,0.08
32797,4888,461,77,2025-04-02,6.0,0.12
32798,7387,194,5,2025-01-31,4.0,0.26
32799,5686,997,11,2026-04-21,7.0,0.27
32800,953,1280,70,2025-01-24,2.0,0.18
32801,2045,29,4,2025-12-06,8.0,0.26
32802,5655,654,74,2025-12-28,9.0,0.16
32803,2808,1250,17,2026-05-12,1.0,0.19
32804,4168,88,8,2025-12-06,2.0,0.16
32805,2400,1928,13,2025-04-03,2.0,0.19
32806,307,1199,8,2026-06-23,10.0,0.27
32807,5543,1951,35,2026-06-25,5.0,0.01
32808,4101,1731,88,2025-05-08,5.0,0.09
32809,6970,1264,68,2025-09-18,10.0,0.08
32810,3225,1548,20,2026-01-12,4.0,0.15
32811,1754,1667,87,2026-06-21,1.0,0.14
32812,3466,186,32,2025-06-17,7.0,0.21
32813,566,698,23,2025-12-29,10.0,0.21
32814,1075,999,93,2026-04-27,5.0,0.25
32815,3003,1797,5,2025-11-11,9.0,0.26
32816,241,1909,25,2025-10-09,9.0,0.11
32817,1760,1297,18,2026-01-26,4.0,0.13
32818,4397,1968,78,2025-12-29,1.0,0.1
32819,7621,510,67,2026-04-07,1.0,0.12
32820,5304,767,36,2026-04-17,9.0,0.14
32821,3676,1188,15,2026-03-31,8.0,0.29
32822,6737,1814,65,2026-03-13,3.0,0.21
32823,7467,1491,9,2025-12-19,4.0,0.04
32824,5978,1656,47,2025-09-01,9.0,0.09
32825,1364,1365,43,2025-11-14,8.0,0.01
32826,5023,1150,68,2025-09-18,5.0,0.03
32827,7078,1973,59,2025-01-13,2.0,0.1
32828,6586,878,40,2025-09-01,1.0,0.29
32829,815,1021,44,2025-07-08,1.0,0.13
32830,5831,926,90,2025-10-04,4.0,0.13
32831,2644,938,10,2025-07-08,10.0,0.24
32832,6860,631,15,2026-03-01,3.0,0.25
32833,3982,993,86,2025-09-23,1.0,0.29
32834,6196,1419,57,2025-09-14,4.0,0.25
32835,5842,985,5,2026-04-08,6.0,0.03
32836,2035,469,87,2025-04-05,7.0,0.05
32837,874,1145,65,2026-01-07,7.0,0.1
32838,1384,414,56,2026-03-14,6.0,0.06
32839,3918,1923,11,2025-06-21,8.0,0.2
32840,1314,989,9,2025-03-26,6.0,0.09
32841,452,1120,37,2025-11-03,1.0,0.26
32842,2297,1170,3,2026-01-28,1.0,0.01
32843,6471,135,14,2025-07-06,3.0,0.22
32844,7045,507,72,2025-08-22,6.0,0.13
32845,4203,1996,50,2025-06-14,1.0,0.24
32846,5716,116,37,2026-03-09,1.0,0.01
32847,7846,1258,2,2025-04-18,7.0,0.23
32848,1100,788,30,2025-02-01,4.0,0.22
32849,4646,1939,91,2025-08-05,10.0,0.2
32850,2982,673,83,2026-01-05,2.0,0.17
32851,4348,150,30,2025-11-19,9.0,0.21
32852,1080,51,41,2025-01-14,1.0,0.2
32853,1724,1405,5,2026-06-21,10.0,0.02
32854,7736,433,89,2026-01-03,4.0,0.12
32855,6158,1053,72,2025-02-27,8.0,0.19
32856,4914,1332,65,2025-05-27,8.0,0.25
32857,2388,302,77,2025-05-20,3.0,0.22
32858,3251,649,27,2026-06-06,5.0,0.2
32859,5818,693,44,2025-04-26,6.0,0.15
32860,2297,1110,24,2025-01-16,4.0,0.21
32861,1470,1046,20,2025-01-11,8.0,0.11
32862,6252,1108,28,2026-04-28,3.0,0.19
32863,7854,1553,87,2025-07-04,8.0,0.11
32864,689,232,26,2026-01-30,3.0,0.27
32865,357,378,45,2026-01-15,3.0,0.25
32866,1432,965,63,2025-12-21,1.0,0.28
32867,4494,1945,25,2026-01-08,7.0,0.28
32868,493,1823,5,2025-02-28,1.0,0.09
32869,4529,1748,97,2026-04-19,9.0,0.1
32870,3625,815,50,2026-02-03,2.0,0.18
32871,4191,1224,76,2025-10-24,8.0,0.27
32872,2530,1405,19,2025-02-01,4.0,0.29
32873,6313,626,66,2025-12-22,4.0,0.19
32874,3898,403,25,2026-06-08,4.0,0.07
32875,1106,1466,41,2026-03-04,7.0,0.01
32876,1513,818,1,2025-09-13,5.0,0.22
32877,78,9,11,2026-04-01,10.0,0.19
32878,6983,1227,53,2025-09-24,8.0,0.16
32879,6485,107,32,2025-03-30,4.0,0.3
32880,621,502,71,2025-04-07,6.0,0.21
32881,5405,1297,91,2026-01-02,6.0,0.05
32882,3586,1027,94,2026-01-30,3.0,0.2
32883,1425,996,13,2026-04-09,6.0,0.08
32884,3607,1116,94,2026-01-04,9.0,0.23
32885,1626,1789,13,2025-11-13,10.0,0.25
32886,2774,769,11,2025-09-04,9.0,0.14
32887,7170,514,8,2025-12-09,4.0,0.2
32888,7237,554,54,2025-03-25,6.0,0.13
32889,7651,602,52,2025-10-07,1.0,0.13
32890,5513,678,16,2026-03-15,7.0,0.18
32891,6287,1667,70,2025-06-27,5.0,0.09
32892,7894,1936,100,2025-03-12,1.0,0.19
32893,4546,1393,13,2025-04-10,6.0,0.05
32894,4195,72,57,2026-04-28,6.0,0.28
32895,1492,1004,37,2025-01-06,10.0,0.22
32896,4397,321,31,2026-05-24,5.0,0.08
32897,3875,1180,70,2025-05-22,8.0,0.16
32898,3549,673,27,2025-07-21,10.0,0.05
32899,3134,81,89,2025-12-28,8.0,0.02
32900,7339,1506,7,2025-12-20,9.0,0.28
32901,3513,243,55,2026-03-01,7.0,0.26
32902,5432,1818,53,2025-05-26,8.0,0.24
32903,6016,1542,71,2025-07-09,7.0,0.23
32904,4703,373,71,2026-05-26,3.0,0.24
32905,1873,1513,97,2025-09-21,6.0,0.27
32906,2556,833,65,2026-04-26,10.0,0.22
32907,3700,1306,13,2026-04-29,3.0,0.01
32908,275,7,28,2025-09-19,1.0,0.17
32909,848,1850,64,2025-12-08,3.0,0.26
32910,1972,1428,52,2025-03-26,4.0,0.08
32911,6608,436,37,2025-05-27,6.0,0.28
32912,7326,1948,11,2026-02-23,3.0,0.11
32913,1989,364,5,2025-01-16,9.0,0.25
32914,4793,1685,97,2026-01-22,8.0,0.11
32915,5061,430,60,2025-01-15,10.0,0.13
32916,41,1704,99,2026-03-29,4.0,0.2
32917,7944,1121,14,2026-03-12,2.0,0.06
32918,2190,1082,82,2025-07-08,8.0,0.23
32919,4005,1122,80,2025-11-04,3.0,0.02
32920,7849,325,19,2026-04-10,9.0,0.28
32921,7808,1887,35,2026-05-12,3.0,0.03
32922,5290,920,58,2025-09-27,10.0,0.28
32923,5488,1146,57,2026-03-28,1.0,0.08
32924,1706,391,17,2026-04-28,2.0,0.11
32925,1321,279,32,2025-06-24,7.0,0.14
32926,7067,527,71,2026-06-17,6.0,0.2
32927,4869,474,35,2025-11-28,6.0,0.05
32928,4070,1720,88,2025-03-11,1.0,0.08
32929,1003,891,77,2025-04-19,7.0,0.1
32930,3317,1160,10,2025-12-10,5.0,0.24
32931,7906,956,36,2025-05-31,6.0,0.24
32932,1440,450,10,2026-03-06,8.0,0.17
